pos,videoId,duration,seconds,title
344,zSxkFXe2PjQ,SHORT (1:15),75,How I get the MOST out of my green days
345,ZsrvXHcfc8s,14:12,852,"+$52,503.87 of Profits in 3 hrs of Day Trading"
346,lAVZRhW5YmI,SHORT (0:45),45,green day (day trading)
347,3s9fnCvdWMo,14:57,897,Energy Stocks Surging Higher on Middle East News
348,WqLUp4QTCQY,12:11,731,Energy Stocks Experiencing High Volatility
349,3zGW52hzP6c,17:50,1070,Day Trading Watch List for Monday
350,Ch8J7gwrrJg,14:12,852,Max Loss Red Day
351,p7N0ROa2zyY,SHORT (0:40),40,How I predict moves in stocks 👀
352,3ovOiVIJ_aM,24:42,1482,I made a mistake today…
353,NQxSLaglJN4,SHORT (1:14),74,will this stock hold? (day trading)
354,BiCYyGaTteE,11:25,685,Slow & Steady Wins the Race!
355,FzstBEujQkc,SHORT (1:24),84,knowing when to pump the brakes (day trading)
356,xrRXxtRTiMA,13:17,797,The Art of Patience
357,g7c0zbT0bHA,SHORT (0:50),50,Stock vs Setup (day trading)
358,5n24P_MtUEg,14:18,858,Discipline or Doubt?
359,534Em8VRmUA,SHORT (1:00),60,Hold too Long and Sell too Early 🫣 (day trading)
360,p5JkC4K8upc,15:58,958,Day Trading Watch List for MONDAY Feb 23rd
361,Nb04zJUe9H8,SHORT (0:37),37,VERY close to a red day 🫣
362,K1Zvoes1SNQ,12:39,759,Trading at the Opening Bell
363,tzm3SRXY-g8,SHORT (1:01),61,Solid Green Day (day trading)
364,PPJLNKFS224,10:40,640,A Hit or Miss Market...
365,EMZBFHx4dvg,SHORT (1:19),79,Green on Halted Stock 👀
366,hxIw63KWMZI,8:00,480,"+$9,373.32 on a 300% Short Squeeze"
367,cSxIYXl6_V8,SHORT (0:38),38,4 Skills I've Used for YEARS Day Trading
368,NA90q8dBJkI,8:56,536,It's Better Than The Alternative...
369,57G729mDHTs,15:40,940,Day Trading Watch List for TUESDAY
370,2_gc2LS7RP0,SHORT (0:39),39,Understanding the MARKET You're In! 📚
371,xiSYeo2p76g,SHORT (0:48),48,Wildcard Friday (BIG MOVE) 😳
372,AfxuHHa_sFY,18:57,1137,A Surprise Breaking News Headline Sends Stock +100%
373,_p04iNmORWE,SHORT (0:40),40,How to Calculate Stop Loss (Day Trading)
374,5yS8i0-aMvI,22:16,1336,A Surprise Short Squeeze
375,DWxPBNWaagw,SHORT (0:56),56,WINNING THE WEEK VS WINNING THE DAY
376,HYK2eKkViJs,32:15,1935,Recovered 1/2 of Yesterday's Loss...
377,8kTemJQAFPE,SHORT (0:58),58,KNOWING WHEN TO QUIT.. 😳
378,5Xbf_JuO-mE,21:19,1279,MAX LOSS RED DAY
379,gOi55ufRFDc,9:30,570,I Gave Back 1/2 My Gains...
380,2OUXHpGt07I,SHORT (0:34),34,SCALING INTO TRADES 👀
381,2DGfDknxTlg,23:46,1426,Day Trading Watch List for Monday!
382,Qi5bYZ2yc8w,SHORT (0:33),33,IMPORTANCE OF TAKING YOUR WINS 👀
383,Z5D8nhEtzOo,9:04,544,Recovered 1/2 of Yesterday's Loss....THIS IS PROGRESS
384,HGATds95-p4,18:53,1133,Red Day Recap
385,UGIE5ue0ZWM,SHORT (0:53),53,HOW DAY TRADERS REDUCE TAXES
386,286pmTRVOzs,SHORT (1:00),60,INSANE MOVE BY STOCK 😳 (day trading)
387,eGai4gYuo0Y,16:09,969,I wasn't expecting this...
388,RvwG_Dyfgms,6:42,402,No Trade Day!
389,GJd6CkCw-hQ,21:00,1260,"Watch List for MONDAY After a 3,310% Short Squeeze on Friday!"
390,zeli2pJBCiY,SHORT (0:35),35,short sellers..
391,016ibIK58t0,21:06,1266,"A Lesson on Short Selling +$31,076.62 in 2hrs"
392,plxlYGblHoA,14:23,863,"A Slow Day...until a 1,200% SHORT SQUEEZE"
393,WYB5jmTDBO4,21:47,1307,I Gave Back 25% Of My Profit Today...
394,a0KN1P2-Ibs,SHORT (0:36),36,Ran Out of Buying Power on This Stock! 😳
395,RAJXknk-VI4,18:29,1109,Day Trading Breaking News!
396,ex2zbm1NLtA,SHORT (0:54),54,Example of MICRO PULLBACK (day trading)
397,8h9Qk9W-9ik,20:39,1239,"$11,734.61 in 2hrs of Day Trading"
398,hQtGnlLS4Yo,20:20,1220,Watch List for MONDAY (Friday we had a 700% Short Squeeze)
399,WImLVayOwRo,10:40,640,Trading the Leading Percentage Gainers in the Market
400,ts-3WAJ7rPs,SHORT (0:27),27,Why Day Traders QUIT.. 👀
401,v5ucoP4hs-0,SHORT (0:46),46,🚨 SCHWAB DAY TRADERS: Have You Noticed This?? 🚨
402,Vd3ztXAFRRo,6:24,384,BIG NEWS for ThinkorSwim & Charles Schwab Users!
403,2K1w8EMXr1A,SHORT (1:03),63,Why REVERSE SPLIT STOCKS keep showing up as BIG movers 👀
404,tnazRI3e3WY,13:19,799,299% Recent Reverse Split Short Squeeze!
405,ZGDQKk4gBgc,SHORT (1:25),85,Day Trading a Foreign Stock 👀
406,Uft2BuJpap8,8:07,487,Buying the Break of VWAP Setup
407,91PIW03yuvg,13:41,821,Day Trading WATCH LIST for Tuesday Morning!
408,-jSYkNsGwcc,26:01,1561,These are the Stocks Giving the Biggest Wins in 2026...
409,P8pv4TZPRqE,SHORT (0:33),33,DAY TRADING WITH AN EYE TRACKER 👀
410,jyAGeXar96Y,SHORT (0:47),47,BROKER COMPARISON 👀
411,ZKsNP11rU1Y,13:10,790,4 Base Hit Winners = 1 Daily HOT MARKET Goal
412,W91hDuTXxw8,28:12,1692,"ROBINHOOD SMALL ACCT CHALLENGE: Trading with a $2,000 Account (DAY 1)"
413,MhufwrUFvzA,SHORT (0:56),56,BOTCHED THE BIGGEST MOVE OF THE DAY 😱 (Day Trading)
414,0kC1DPUycE0,12:50,770,I Can't Believe I BOTCHED the Biggest Winner Today!
415,wHB-o-vQay4,SHORT (0:39),39,500% SURGE!
416,lneGXw0sxzo,24:16,1456,Will Prediction Markets Become The Latest HOT Theme?
417,cXp-i4wM4eQ,14:32,872,These Stocks Were NOT AVAILABLE on Schwab...
418,EbsPz8WfNAY,13:53,833,Did we just have a 600% Short Squeeze??? YUP!!!
419,-WSMyWr4ILg,SHORT (1:00),60,Day Trading Leverage Explained!
420,BNU-Xe9D59Y,29:20,1760,Day Trading Watch List for MONDAY!
421,SQ_6R3WgxlQ,SHORT (0:39),39,DAY TRADING PDT RULE
422,q0r2I0fyH6I,SHORT (0:55),55,Beginner Traders..
423,BUJQPzYCtJ0,13:17,797,RED DAY RECAP
424,_YxF1p5U9wk,SHORT (0:29),29,How I Decide What to Trade
425,vKjnG1YKXfY,19:50,1190,Breaking News with Starlink Sends Stock Up 100%
426,eYwFYoL6kDE,13:25,805,Quality vs Quantity
427,-uhsWPSFsx8,SHORT (0:44),44,LESS IS MORE (day trading)
428,cgIghGaQtY4,28:48,1728,I Grew 3 Small Accounts with 3 Different Brokers...Here's What I Learned (And Ex…
429,tDb0WPsRZT4,12:53,773,"+$7,549.61 on DAY 2 of 2026!!"
430,pKHzgYSBCEc,15:06,906,"Is this the end? Day 10 of Trading at Webull with $2,000"
431,E0u1KKDsQ5Q,11:09,669,My Account is up 25% TODAY
432,_2Wplp-aNr4,10:57,657,"I'M RED on Day 9 of Day Trading at Webull with $2,000"
433,2T3cZs-LSeY,14:00,840,WATCH LIST for MONDAY & Update on the WEBULL Challenge
434,oaHTe5lotSQ,54:46,3286,"I Reset My Account to $2,000 (AGAIN) Robinhood Challenge Ep 1"
435,dSiAML8v7Ng,11:44,704,$120K Remote or $240K Office? (I'd Choose THIS Every Time)
436,Lin4WAwzPNY,45:42,2742,Stop Overtrading: How Doing Less Made Me 3x
437,jpPgEAAVMxY,10:37,637,"+$15,113.96 Day Trading a SPAC and a Recent Reverse Split Setup"
438,0Uj8k9PlBhE,12:21,741,"Day 8 of Trading at Webull with $2,000"
439,YEsY7ijMfck,SHORT (1:01),61,A Reverse Split with Breaking News but ONE BIG PROBLEM...
440,oHGXH8JnGS4,12:00,720,A Reverse Split with Breaking News but ONE BIG PROBLEM...
441,JvcOwT83nJM,SHORT (0:35),35,Understanding Scanners Day Trading
442,f-iUyIhc3NI,11:33,693,Day Trading WATCH LIST For Monday!
443,tR-tyjV1WQ0,53:31,3211,I Want to Improve My Trading Over The Next 4 Weeks…Here's How I'd Do It
444,IKwm-KdCqpg,9:17,557,One Trade / Day (Holiday Trading Strategy)
445,O5eR2z1_DSc,6:43,403,Only ONE Trade for Wednesday!
446,iG3wkTqsRdU,8:22,502,Trade the Best - Leave the Rest
447,7BZtycqM8Tc,SHORT (1:14),74,Increasing Accuracy Day Trading
448,xzwNfGm2OWY,11:40,700,"+$10,806.46 with JUST ONE GOOD TRADE"
449,DLhI6XtBSwc,25:05,1505,Day Trading Watch List for Monday!
450,Gwluel-QFTQ,SHORT (1:02),62,Day Trading Strategy!
451,oKlhUSSHe2Q,1:14:37,4477,How To Start Day Trading in 2026 (full training)
452,vRG7rEDDBXw,10:28,628,There was only ONE trade today...
453,tMmGnVAVDSE,16:14,974,Trading on my Laptop!
454,HXAe3IhsQmo,SHORT (0:24),24,high accuracy day trading!
455,PcKxDURCjww,15:48,948,Breaking News and a Halt PENDING News
456,XDyZNlvvyzQ,16:21,981,I DID NOT Like the Most Obvious Stock Today...
457,-E4GFWozCtM,1:31,91,INSANE MOVE BIOTECH STOCK 🔥
458,TljZgneCPV4,24:29,1469,Biotech with Breaking News Squeezes +300% in 15minutes!
459,QPOKQt70KAs,15:33,933,DAY TRADING WATCH LIST for MONDAY
460,VvgI_yCB-VY,SHORT (0:38),38,Day Trading Q&A
461,PjCOraTuBNw,24:37,1477,It Would Have Been a NO TRADE DAY if I were using ThinkorSwim...
462,FletwPgWzHg,SHORT (1:00),60,From No Trades to Big Green Day! 👀
463,XEjU5i9gtIM,SHORT (0:31),31,Solid Green Day! (Day Trading)
464,9Q5y_PhZfig,22:06,1326,Another BIG Short Squeeze!
465,M-YUXjgNqTs,SHORT (0:53),53,NO NEWS = BIG GAINS?? 🤯📊
466,K-Nf5ls9edA,29:42,1782,A 388% SHORT SQUEEZE!!
467,LTTI4MCJVeQ,16:25,985,Why are Special Purpose Aquisition Companies Moving Up??
468,qZieuqMwFLU,SHORT (0:40),40,MAX LOSS DAY TRADING 😰
469,1gADIhkJ1Jw,24:34,1474,MAX LOSS
470,v-D3N9UL9hI,20:24,1224,Day Trading WATCH LIST for Monday Morning!
471,3K7pbMtZzj8,24:44,1484,"Day 7 of Trading at Webull with $2,000"
472,bZjbsbpRwnE,23:29,1409,"I Can't Believe This Stock Went Up 10,000%"
473,XfC1UkrWN5M,SHORT (0:37),37,Accuracy when Day Trading!
474,te09kY-FTMc,18:40,1120,Why I Avoided A Big Move...RED FLAGS
475,bD7xAMdj4vg,13:43,823,"Day 6 of Trading at Webull with $2,000"
476,ia5lNX0sYA0,SHORT (0:59),59,INSANE MOMENTUM (Day Trading)
477,1ZM1u762e8U,13:14,794,"Day 5 of Trading at Webull with $2,000 (High Short Interest Squeeze)"
478,msN3iuNN_IU,1:48:57,6537,Last Call: Cyber Monday Sales END AT MIDNIGHT ⏰
479,GhsuqN-RMh8,1:28:45,5325,BACK TO BACK Big Green Days
480,-KcmoPm_skg,1:30:50,5450,Ross Cameron is live!
481,RJmEosMqLL4,SHORT (0:49),49,Is The Day Trading Market Hot Again?
482,pxbEPQ51RzQ,18:47,1127,Momentum is BACK with a 215% Short Squeeze!
483,H34--Upw0Do,17:51,1071,"I'm Looking For The NEXT 1,000% Short Squeeze"
484,e6rny670ono,1:36:59,5819,LIVE STREAM (Black Friday Special)
485,PtrSd1I9Z50,10:53,653,"Day 4 of Trading at Webull with $2,000 (Commission FREE vs Direct Access Brokers)"
486,udVzNg8FWvg,7:41,461,There Was Only ONE Obvious Stock Today
487,cWph88qKZ0w,15:17,917,"Day 3 of Trading with $2,000 at Webull (I'M UP OVER 50%)"
488,HpUIGaOfzj0,1:32,92,Explaining Micro Pullback Entry Day Trading
489,GfbJUq8IHwE,11:55,715,Day Trading WATCH LIST for Monday!
490,ErNhmL7i6oI,18:45,1125,GREEN DAY
491,B6YWrSY4E3U,28:29,1709,"Day 2 of Trading with $2,000 at Webull"
492,4cT4ujwuY80,SHORT (0:33),33,My Turning Point in Day Trading
493,FuDhJrtboDE,30:25,1825,"Day 1 of Day Trading with $2,000 at Webull"
494,mk0qg2TKnJk,5:34,334,Question/Answer Session With Ross (Sponsored by Cloudflare)
495,Oyl6oRP8-qY,SHORT (0:29),29,livestream chat went CRAZY! 🔥
496,mIfrB1I8glI,1:18:41,4721,LIVE STREAM (brought to you by Cloudflare)
497,L3MlCrXvJhU,SHORT (0:33),33,Studying Day Trading! 📚
498,jqwMSYjRoIU,20:24,1224,Some will disagree with me...
499,UGw2F3eIswU,25:32,1532,Watch List for MONDAY: Small Acct Challenge DAY 1
500,u8wLBWI9jzk,SHORT (0:18),18,WHY Stocks Move 📈 (Day Trading)
501,-6gIqlVhxeI,27:33,1653,"I Reset My Account to $2,000 (AGAIN) Webull Challenge Ep 1"
502,Khxza62tZmc,11:13,673,It's Starting to Make Cents...
503,9HDoZDAEBE4,SHORT (1:01),61,Determining the Market Day Trading
504,Gc_6YvoFOuA,14:26,866,"A Surprise 1,000% Short Squeeze with a Blue Sky Daily Chart"
505,YB1Khg7D23k,9:51,591,I Can't Believe I Just Lost -$30k...
506,-b6R90tTyr4,SHORT (1:02),62,Big Loss Day Trading 😰📊
507,-FESHqHy5FY,SHORT (0:41),41,Understanding Level 2 Data Day Trading
508,HB1IbyuJ37s,55:32,3332,Level 2 for Day Trading (+$65k in 2hrs After Spotting Hidden Buyers)
509,a7ONxKojI4E,23:30,1410,Day Trading Watch List for MONDAY!
510,7XIg61K4VcA,SHORT (0:39),39,How Long Will This Cold Stretch Last? Day Trading
511,Ut13-n9g7VQ,SHORT (0:19),19,Understanding the Day Trading Market
512,LUSItwMFftE,SHORT (0:16),16,The Most Obvious Stocks Day Trading
513,dOtgt3fHQf8,8:16,496,The Top Gainer Went Up OVER 100%
514,0n5XIzxoxuw,SHORT (1:05),65,RED DAY 😔 Day Trading
515,7MuijbbKkLA,16:47,1007,RED DAY RECAP
516,hRPKbTA9Eg8,SHORT (0:51),51,How I'd Trade ANY Market 📊
517,ef4ncWKYBkM,17:45,1065,Why I'm NOT Short Selling...
518,9MbWukhE13Y,SHORT (0:37),37,What Causes Stocks to Move? (Day Trading)
519,czJxKq1GIsM,9:44,584,Is Momentum Back?!? We had 3 Stocks Up 100%
520,oB-LJHoVyqg,18:04,1084,Watch List for MONDAY!
521,kxCAA21duKs,16:37,997,A Surprise 200% Short Squeeze on Chinese Stock HKD
522,MXAD3Xpm7BY,SHORT (0:43),43,Trade or Treat! 📊
523,fHGsmx_Us0M,SHORT (1:00),60,Hot vs Cold Market Day Trading
524,CdTm3CJ3tkY,15:06,906,The Small Cap Hot/Cold Cycle...
525,mcCj0QJoqg4,10:49,649,Here's what I think is happening...
526,lIl6bTIO6sI,SHORT (0:38),38,Red Day Day Trading
527,VgYKWmod5TA,9:50,590,RED DAY RECAP
528,aAoKuOx8xU0,SHORT (1:22),82,Importance of Volume Bars Day Trading
529,XM_sBC6u_L8,11:34,694,Biggest Green Day In Over A Week!!
530,AY4XES-fL-g,16:09,969,Watch List for MONDAY!
531,z7RFd126Yrs,SHORT (0:19),19,Setting Goals Day Trading
532,6Yszkb7ZZoY,2:03:04,7384,How I'd Retire from the 9-5 Job in 3 Years (Starting from ZERO)
533,AuSHflRILjU,18:55,1135,"A 1,000% Pre-Market Squeeze then a 100% Biotech Gain!"
534,iK0gvNkHwxg,SHORT (0:33),33,BULLISH vs BEARISH Day Trading
535,qtOdkPKiEgw,30:31,1831,😬 5 Reasons Why Traders Lose Money
536,hHuDrXz2ZbE,SHORT (0:44),44,Market Sentiment Day Trading
537,ivTadedOL7M,23:36,1416,Trader Rehab is COMPLETE!
538,Zdr4n8RSOmQ,26:29,1589,👉 Picking Stocks was HARD Until I Learned This 5 Step Trick
539,qgKH38psE2s,26:48,1608,TODAY We Had A Massive Short Squeeze At The Open!
540,Ax43xEASqB8,SHORT (0:32),32,Candlestick Pattern Day Trading
541,OWjjmR0VTdc,17:47,1067,Day Trading Watch List for MONDAY
542,BlBUug5XNlI,17:39,1059,"CHALLENGE COMPLETE: Day 12 of Trading With $2,000"
543,n_iyeb_KTK0,SHORT (0:53),53,MACD and Signal Lines Day Trading
544,0Zh105lq9Rk,15:39,939,Day 11: Scanner Alert Sends My Account +220% 🥳
545,q_ZliMvD8yc,13:02,782,Today I made a rookie mistake…
546,YHPg5_HCRKU,14:31,871,Day 9: A Nearly Perfect Trading Day…
547,4KBYZgk0V5I,SHORT (0:41),41,Multi Timeframe Alignment Day Trading
548,7sqElDnklB8,7:51,471,Scam Alert!
549,v5JQA05Ie8U,SHORT (0:39),39,Day Trading Green Day
550,0jZhavzGYJQ,8:36,516,"Day 5 of Trader Rehab (I'm still down -$64,388.72)"
551,ELoPES2rUeM,19:49,1189,My Day Trading Watch List for MONDAY!
552,xhcPpyBogtU,SHORT (0:43),43,Exit Indicators Day Trading
553,QT0cDA5k9IQ,23:31,1411,I'm Up 132% 💪🥳 Small Account Challenge Day 5 through Day 8
554,_hrtkolz9Xw,SHORT (0:45),45,BEGINNER TRADERS 👀
555,Rk_4f_lO1mE,13:48,828,Day 2 of Trader Rehab 💪 There was ONE A-Quality Stock Today…
556,KRUUoavIUtA,SHORT (0:35),35,TRADER REHAB
557,1stvZWKwSwk,23:42,1422,Day 1 of Trader Rehab 😵😓
558,BAXdZ7j-S-I,SHORT (0:40),40,BIGGEST RED DAY 😰
559,jZ8tIoUDPlY,43:38,2618,My Biggest Loss in More Than 4 Years...
560,t4BY-h8smdU,SHORT (0:20),20,Understanding the Market When Day Trading
561,2QVGIGDjrM0,20:41,1241,"Small Acct Day 4: We had a 1,500% Short Squeeze Today!!"
562,ZCn5huxksQQ,12:30,750,WATCH LIST for MONDAY (Day 4: Small Account Challenge)
563,LGjjdcuHIfc,SHORT (0:34),34,Why I Quit my 9-5
564,7e52n1veFwE,27:18,1638,Four (4) Market Types You NEED To Understand 🍏 Small Account Challenge Day 2 an…
565,mVjRgZ276cI,SHORT (0:46),46,Overnight Market Risks & Leverage Explained
566,UzqdfYmDuWQ,SHORT (0:44),44,Small Account Challenge Update!
567,P9rTTCSQONI,SHORT (0:33),33,DAY TRADING
568,LE8YtxuwZRo,32:45,1965,"I Reset My Account to $2,000, AGAIN!"
569,DbrukAx14UQ,SHORT (0:53),53,AMAZING NEWS!!
570,n5tWaS3u9Ks,15:24,924,A shift in the market is happening...
571,ZRRCyIoZnHE,22:34,1354,I blew up my small account… 🤯 Small Account Challenge Day 6
572,SUXNhTshjLA,20:57,1257,GAME PLAN FOR TOMORROW
573,Gis0gKcnQsI,SHORT (0:25),25,HOW LEVERAGE EFFECTS DAY TRADERS
574,Xy3SeJcUYew,27:45,1665,HUGE Announcement on the PDT Rule...
575,moaFqSLnNQ4,42:55,2575,"I turned $2,000 into $25,229.96 🍏 Small Account Challenge"
576,AxDvV-Q0NM8,12:06,726,Some Will Disagree But The Proof Is Undeniable...
577,FXpltGCWfuY,19:09,1149,When The Going Gets Tough With A Small Account…
578,TvvZ2KQdJ_A,1:38,98,SAY GOODBYE TO THE PDT RULE! BREAKING NEWS! 👀
579,SIW2sEdaQFA,23:41,1421,I Made One Trade and Doubled My Small Account
580,iSOCezifrtg,SHORT (0:29),29,Lucky Sweater 📊
581,78I0DsTmZOA,30:58,1858,"I Just Reset My Account to $2,000 👉 Small Acct Challenge DAY 1"
582,w97KlUrVDk0,1:48:37,6517,How to Grow a Small Account with ZERO Experience (Full Training)
583,vNm7txYf7HA,32:09,1929,My Biggest Win of 2025!
584,-kDmWgS96uo,SHORT (0:40),40,How News Effects the Stock Market
585,tJvPy0TEXCY,10:56,656,Something Changed...
586,zXYKuEIBhsQ,8:05,485,I Took a Big Loss on my 2nd Trade of the Day!
587,STtOeOeip7s,14:24,864,The Hot Streak Continues! Green on 7/7 Trades Today
588,6GDEGfGJ5GQ,SHORT (0:21),21,MASSIVE Green Day (Day Trading) 👀🔥
589,5hMvCtmVFyQ,12:18,738,Green on 100% of My Trades Today!
590,93GWZHDS974,24:00,1440,Day Trading Watch List for MONDAY!!
591,4rhcLRzQJdg,13:45,825,I didn't expect this!
592,wzI7J_efLCw,SHORT (0:34),34,HUGE Green Day (Day Trading)
593,b_yYtICYmXE,15:49,949,Did YOU Find The Most Obvious Trade Today?
594,toPPxbAD0iY,13:50,830,a -$60k Loss?!
595,JuiS-Z3QEE0,SHORT (0:42),42,Day Trading Quiz! (MACD) 📊🤔
596,jDiMjBYxubk,SHORT (1:19),79,return of a bull market? 📈🤔
597,SLpD6pVlpT8,22:15,1335,"Top Gainer in the Market is +2,493% TODAY!"
598,-qfzL6K71e8,SHORT (0:45),45,Brokers Profit From Traders..
599,vvXX2ycveuw,31:51,1911,"The Simple MACD Strategy to Spot Big Winners Early (5,712% Example)"
600,MEwW0PSDUmY,19:53,1193,Day Trading Watch List for MONDAY!
601,C2bb5mQ0wSs,22:34,1354,How I'd Replace My 9-5 Income & Quit My Job (Starting from Zero)
602,JU6x5oNCc1A,8:00,480,This is frustrating!
603,7Kq6Hl-V7cI,SHORT (0:32),32,What Makes a Stock Move 📊
604,Wlce2tMNDOI,15:39,939,Red Day Recap!
605,IdMB7bYp_D4,10:52,652,Defense Mode Activated!
606,wTDOadUAgeA,SHORT (0:10),10,FOMO Day Trading
607,_KyMhv3ACuc,10:15,615,100% Accuracy on Today's Trades!
608,_kR_bzxVEGQ,18:03,1083,Day Trading Watch List for TUESDAY! (P.S. Labor Day Sales End TOMORROW)
609,HJPb7TqLC_Y,SHORT (0:22),22,hot vs cold market day trading
610,6Wwdpd62m2c,20:32,1232,Does Timing the Market Actually Work?
611,_m_m0L2FVYM,SHORT (0:11),11,Jet2 Holiday 😅
612,qdA8YfQCbU8,18:00,1080,I Started the day DEEP RED…
613,d-0NNb1XvhA,22:56,1376,Losing OVER a Million in 1 Day?!?
614,pr6w7dT2eBY,SHORT (0:17),17,ups & downs of day trading
615,brtFX7HGt5I,11:57,717,+$12k in Trading Profits in LESS than 30min (Most Obvious Trade Today)
616,BtezoKJQsRk,18:42,1122,Well this is unusual!
617,pTAdpVrh2M0,SHORT (0:24),24,Why You Need to Use a Day Trading Simulator
618,-vK6StNRA-g,SHORT (0:33),33,Travel Day Trading
619,SoQT48tw7VI,6:11,371,No Trade Day!
620,r4fGR6Y52Zs,16:18,978,THIS Stock went up 68% RIGHT off my Sunday Watch List
621,MlZsz6DfPGo,SHORT (0:18),18,The Truth About Day Trading..
622,QmTfyp8m2-8,24:56,1496,Day Trading Watch List for MONDAY!
623,_FK6by6aooI,SHORT (0:34),34,Why Most Day Traders Quit
624,ELxwQ3r0JUs,31:47,1907,1 Month vs 1 Year vs 1 Decade of Day Trading Experience
625,6mMcrnqykKQ,SHORT (0:38),38,Day Trading a Cold Market
626,eHwRAALDrNQ,11:45,705,I didn't expect this...
627,NZ6jD5QDcYQ,SHORT (0:32),32,Why You NEED a Computer to Day Trade
628,OyhGtb86F8U,19:27,1167,What else could it have been?
629,Y8ZSKwONTKI,SHORT (0:45),45,How to Day Trade in a COLD MARKET 🥶
630,97ydughh3Dw,10:43,643,The Most Obvious Stock Today!
631,ZY_GJSl4nWk,8:21,501,How I Went from RED on the Day to GREEN!
632,R3zpqCGciBc,SHORT (0:47),47,Managing Loss Day Trading
633,9Rp6V0eMuew,7:16,436,RED DAY RECAP
634,2B0AunXf908,19:43,1183,Day Trading Watch List for MONDAY Morning!
635,wnoNr5p-Kmk,SHORT (0:36),36,Day Trading Secret Weapon..
636,KohkZJx7iG8,20:23,1223,5 Day Trading Tools I ACTUALLY Use Every Day
637,g3AmwO3PGCY,SHORT (0:58),58,Momentum Day Trading
638,ptcb6O_PWYA,11:51,711,How a Slow Morning Turned Into the BEST Day of the Week!
639,AKKPTtyhDzo,SHORT (0:49),49,Day Trading
640,uhJszOo4eTk,7:36,456,This Stock Went Up 300% TODAY
641,ERyJBUHlz4I,SHORT (0:47),47,Support and Resistance when Day Trading
642,nohqMp6PXtc,8:13,493,The Two Most Obvious Stocks Today...
643,FmzHex3IzW0,6:42,402,This Stock Just Went Up 280%
644,ntM09DJj15E,25:03,1503,How Much Risk Should I Take?
645,J07oC-d7JgE,SHORT (0:34),34,Dealing With Day Trading Emotions
646,glDujVuXiiI,11:57,717,How to Avoid Red Days...there is a trick...
647,8evKaa5xhOQ,13:34,814,Day Trading Watch List for MONDAY
648,ROz7q2ZzZ3k,17:37,1057,Don't Trade Monday Before Watching This!
649,9nD9NwBfX8c,SHORT (0:52),52,Utilizing Multi Timeframe Alignment When Day Trading
650,5pz-CSYpEGw,9:16,556,Survive 'till You Thrive!
651,OcPYKZH9-fc,8:15,495,It only takes ONE good trade!
652,_RTq27YihuA,SHORT (0:24),24,Understanding VOLUME PROFILE 📊 For Day Trading
653,BB8SXY-Lqck,SHORT (0:49),49,Day Trading NIGHTMARE 😰💤
654,f7Wi_8VGtPs,11:50,710,This is Why Profit Cushion is So Important...
655,uiBZ3ZX8LBI,SHORT (0:54),54,RECOVERING from RED DAYS day trading 🙌📊
656,WEg63zxZ42s,12:03,723,"Playing Defense Made Me $25,000 (here's how)"
657,a_ogMnihcIU,18:42,1122,Monday Day Trading Watch List (P.S. Start Your 2 Week Trial Today!)
658,4ErjMeCOGKE,SHORT (0:33),33,stop GUESSING when day trading 🤦‍♂️
659,N7o5FxlBT0I,16:17,977,5 Honest Truths About Day Trading
660,nZfFe4EnWXw,17:04,1024,The worst way to finish the week...
661,TAVp5fEGols,SHORT (0:24),24,Utilizing the MACD when day trading 📚
662,qXVkw4ZEvFU,SHORT (0:40),40,today's LEADING GAINER 📊👀
663,fgA7-UKLfac,9:46,586,Recovery Day 3: Recent IPO + Biotech News
664,QePht_xDezM,SHORT (0:51),51,How to AVOID RED DAYS 👀
665,YKYQa0hxz0Q,9:17,557,Recovery Day 2
666,t_x65_zTF-Y,SHORT (0:32),32,RECOVERY DAY 📊📈
667,0VhQKQwyd9A,11:40,700,Recovery Day 1
668,AkLg9KbWoYc,SHORT (0:54),54,BIGGEST RED DAY OF THE YEAR.. 😅
669,-N7FApYrl5c,20:31,1231,Biggest Red Day of 2025
670,dEEisa2i7fA,19:13,1153,My #1 Top Stock on the Watch List for Monday Morning!
671,JVn6RVaDH5Y,1:30,90,"DON""T SAY HER NAME..🙃😅"
672,MFFcRT7QBeA,SHORT (0:57),57,change in the PDT Rule?? 👀
673,MZ99FWF9xoE,13:51,831,BREAKING NEWS: A Change to the PDT Rule?!?
674,_0YVEB5qsYk,17:54,1074,Don't even say her name... 😓
675,HtP7DFvUyA4,SHORT (0:58),58,reducing your BURN RATE 🔥👀
676,UQM5g6dbrRw,SHORT (0:30),30,HUGE squeeze today! 😳👀
677,hHdplVBpfNs,12:15,735,+200% Short Squeeze with No news??!!
678,k2lxnmaNKYk,16:18,978,3 Stocks Breaking 100% in Gains TODAY
679,qY4oUYEqutk,SHORT (0:41),41,Some NICE Trades Today!
680,PbhLEGv4mlQ,11:24,684,One Trade off the Watch List PLUS a Biotech Breaking News Trade!
681,Wy-1sNUVwhw,22:47,1367,Day Trading Watch List for MONDAY!
682,8UBQoGFF87c,11:51,711,Two Recent IPO's Made HUGE Moves!
683,5VrXkd7PsgQ,15:41,941,The Biggest Green to Red Move EVER...
684,eV7mj0vYW2Y,SHORT (0:20),20,ROUGH morning trading.. 😅📊
685,0yFYtidECwk,11:21,681,Today was a disaster!
686,cD-lKUEYRjU,SHORT (0:46),46,ALMOST RED UNTIL.. 👀📊
